Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Urad,2000,Kharif,Karnataka,133729.0,51657.0,1213.3,13128175.93,34769.54,0.3965
Urad,2000,Rabi,Karnataka,11924.0,4171.0,1213.3,1170579.08,3100.24,0.363125
Wheat,2000,Rabi,Karnataka,266310.0,249880.0,1213.3,26143652.7,69240.6,0.93375
Arecanut,2000,Whole Year,Kerala,87360.0,87947.0,2412.6,8576131.2,22713.6,0.825714286
Banana,2000,Whole Year,Kerala,45059.0,327955.0,2412.6,4423442.03,11715.34,7.457857143
Black pepper,2000,Whole Year,Kerala,202133.0,60929.0,2412.6,19843396.61,52554.58,0.22
Cardamom,2000,Whole Year,Kerala,41288.0,7580.0,2412.6,4053242.96,10734.88,0.055
Cashewnut,2000,Whole Year,Kerala,92122.0,66178.0,2412.6,9043616.74,23951.72,0.507857143
Coconut,2000,Whole Year,Kerala,925783.0,5536000000.0,2412.6,90884117.11,240703.58,5617.002143
Cotton(lint),2000,Kharif,Kerala,3847.0,6209.0,2412.6,377659.99,1000.22,1.61
Garlic,2000,Whole Year,Kerala,538.0,9146.0,2412.6,52815.46,139.88,17.0
Ginger,2000,Whole Year,Kerala,11612.0,42699.0,2412.6,1139950.04,3019.12,2.957142857
Groundnut,2000,Kharif,Kerala,3677.0,2733.0,2412.6,360971.09,956.02,0.37
Jowar,2000,Kharif,Kerala,463.0,236.0,2412.6,45452.71,120.38,0.51
Ragi,2000,Kharif,Kerala,1955.0,1582.0,2412.6,191922.35,508.3,0.813333333
Rice,2000,Autumn,Kerala,129752.0,260306.0,2412.6,12737753.84,33735.52,1.938461538
Rice,2000,Summer,Kerala,55258.0,154606.0,2412.6,5424677.86,14367.08,2.23
Rice,2000,Winter,Kerala,162445.0,336416.0,2412.6,15947225.65,42235.7,2.042857143
Sesamum,2000,Kharif,Kerala,2002.0,797.0,2412.6,196536.34,520.52,0.345833333
Sugarcane,2000,Whole Year,Kerala,3367.0,275550.0,2412.6,330538.39,875.42,90.19
Sweet potato,2000,Whole Year,Kerala,816.0,8963.0,2412.6,80106.72,212.16,11.46615385
Tapioca,2000,Whole Year,Kerala,114609.0,2586903.0,2412.6,11251165.53,29798.34,24.29642857
Tobacco,2000,Whole Year,Kerala,213.0,1186.0,2412.6,20910.21,55.38,5.57
Turmeric,2000,Whole Year,Kerala,4127.0,9037.0,2412.6,405147.59,1073.02,1.905714286
Arecanut,2000,Whole Year,Puducherry,65.0,130.0,1434.5875,6381.05,16.9,2.0
Bajra,2000,Kharif,Puducherry,186.0,513.0,1434.5875,18259.62,48.36,2.76
Banana,2000,Whole Year,Puducherry,239.0,7532.0,1434.5875,23462.63,62.14,26.25
Black pepper,2000,Whole Year,Puducherry,12.0,7.0,1434.5875,1178.04,3.12,0.58
Cashewnut,2000,Whole Year,Puducherry,202.0,121.0,1434.5875,19830.34,52.52,0.603333333
Coconut,2000,Whole Year,Puducherry,2233.0,24698000.0,1434.5875,219213.61,580.58,11937.4475
Coriander,2000,Whole Year,Puducherry,1.0,1.0,1434.5875,98.17,0.26,1.0
Cotton(lint),2000,Kharif,Puducherry,452.0,2300.0,1434.5875,44372.84,117.52,5.11
Dry chillies,2000,Whole Year,Puducherry,10.0,33.0,1434.5875,981.7,2.6,2.6775
Ginger,2000,Kharif,Puducherry,227.0,117.0,1434.5875,22284.59,59.02,0.54
Groundnut,2000,Kharif,Puducherry,1175.0,2158.0,1434.5875,115349.75,305.5,1.62
Jowar,2000,Kharif,Puducherry,6.0,6.0,1434.5875,589.02,1.56,1.0
Moong(Green Gram),2000,Kharif,Puducherry,2480.0,1400.0,1434.5875,243461.6,644.8,0.586666667
Moong(Green Gram),2000,Rabi,Puducherry,2480.0,1400.0,1434.5875,243461.6,644.8,0.586666667
Onion,2000,Whole Year,Puducherry,13.0,202.0,1434.5875,1276.21,3.38,15.54
Other  Rabi pulses,2000,Rabi,Puducherry,64.0,125.0,1434.5875,6282.88,16.64,1.18
Ragi,2000,Kharif,Puducherry,125.0,276.0,1434.5875,12271.25,32.5,2.21
Rapeseed &Mustard,2000,Rabi,Puducherry,63.0,452.0,1434.5875,6184.71,16.38,6.265
Rice,2000,Kharif,Puducherry,42779.0,103606.0,1434.5875,4199614.43,11122.54,2.605
Sugarcane,2000,Whole Year,Puducherry,2464.0,200413.0,1434.5875,241890.88,640.64,81.17
Tapioca,2000,Whole Year,Puducherry,342.0,9685.0,1434.5875,33574.14,88.92,18.69
Urad,2000,Kharif,Puducherry,3392.0,2123.0,1434.5875,332992.64,881.92,0.706666667
Urad,2000,Rabi,Puducherry,3392.0,2123.0,1434.5875,332992.64,881.92,0.706666667
Arecanut,2001,Whole Year,Andhra Pradesh,268.0,449.0,928.4,27370.84,69.68,1.71
Arhar/Tur,2001,Kharif,Andhra Pradesh,414401.0,185620.0,928.4,42322774.13,107744.26,0.465
Arhar/Tur,2001,Rabi,Andhra Pradesh,5439.0,2706.0,928.4,555485.07,1414.14,0.46
Bajra,2001,Kharif,Andhra Pradesh,81851.0,63589.0,928.4,8359442.63,21281.26,0.851764706
Bajra,2001,Rabi,Andhra Pradesh,9684.0,7442.0,928.4,989026.92,2517.84,0.795
Banana,2001,Whole Year,Andhra Pradesh,50507.0,761365.0,928.4,5158279.91,13131.82,11.73363636
Cashewnut,2001,Whole Year,Andhra Pradesh,147370.0,38729.0,928.4,15050898.1,38316.2,0.236
Castor seed,2001,Kharif,Andhra Pradesh,283585.0,82983.0,928.4,28962536.05,73732.1,0.296842105
Coconut,2001,Whole Year,Andhra Pradesh,104244.0,1124969850.0,928.4,10646439.72,27103.44,9057.671111
Coriander,2001,Whole Year,Andhra Pradesh,57913.0,22711.0,928.4,5914654.69,15057.38,0.531176471
Cotton(lint),2001,Kharif,Andhra Pradesh,1107852.0,1876698.0,928.4,113144924.8,288041.52,1.820454545
Dry chillies,2001,Kharif,Andhra Pradesh,170661.0,463307.0,928.4,17429607.93,44371.86,2.497272727
Dry chillies,2001,Rabi,Andhra Pradesh,54167.0,128104.0,928.4,5532075.71,14083.42,2.276363636
Ginger,2001,Whole Year,Andhra Pradesh,2547.0,6263.0,928.4,260125.11,662.22,2.4375
Gram,2001,Kharif,Andhra Pradesh,91.0,101.0,928.4,9293.83,23.66,1.092857143
Gram,2001,Rabi,Andhra Pradesh,285086.0,363033.0,928.4,29115833.18,74122.36,1.419
Groundnut,2001,Kharif,Andhra Pradesh,1438665.0,817551.0,928.4,146930856.5,374052.9,0.83
Groundnut,2001,Rabi,Andhra Pradesh,252453.0,432682.0,928.4,25783024.89,65637.78,1.765454545
Horse-gram,2001,Kharif,Andhra Pradesh,11412.0,4417.0,928.4,1165507.56,2967.12,0.368888889
Horse-gram,2001,Rabi,Andhra Pradesh,68927.0,34846.0,928.4,7039514.51,17921.02,0.458095238
Jowar,2001,Kharif,Andhra Pradesh,299306.0,287310.0,928.4,30568121.78,77819.56,0.838095238
Jowar,2001,Rabi,Andhra Pradesh,340023.0,346741.0,928.4,34726548.99,88405.98,0.854090909
Linseed,2001,Rabi,Andhra Pradesh,5872.0,1419.0,928.4,599707.36,1526.72,0.218333333
Maize,2001,Kharif,Andhra Pradesh,337533.0,986011.0,928.4,34472245.29,87758.58,2.801818182
Maize,2001,Rabi,Andhra Pradesh,90752.0,470744.0,928.4,9268501.76,23595.52,5.592857143
Mesta,2001,Kharif,Andhra Pradesh,78942.0,671542.0,928.4,8062346.46,20524.92,8.370909091
Moong(Green Gram),2001,Kharif,Andhra Pradesh,338337.0,113312.0,928.4,34554357.81,87967.62,0.408636364
Moong(Green Gram),2001,Rabi,Andhra Pradesh,137698.0,42031.0,928.4,14063096.74,35801.48,0.351
Niger seed,2001,Kharif,Andhra Pradesh,19090.0,8017.0,928.4,1949661.7,4963.4,0.38
Onion,2001,Kharif,Andhra Pradesh,17736.0,234978.0,928.4,1811377.68,4611.36,12.74411765
Onion,2001,Rabi,Andhra Pradesh,14089.0,324477.0,928.4,1438909.57,3663.14,21.08136364
Other  Rabi pulses,2001,Rabi,Andhra Pradesh,13750.0,5012.0,928.4,1404287.5,3575.0,0.510666667
Other Kharif pulses,2001,Kharif,Andhra Pradesh,17331.0,4573.0,928.4,1770015.03,4506.06,0.314210526
Potato,2001,Whole Year,Andhra Pradesh,2348.0,14653.0,928.4,239801.24,610.48,5.85
Ragi,2001,Kharif,Andhra Pradesh,68733.0,80097.0,928.4,7019701.29,17870.58,1.252666667
Ragi,2001,Rabi,Andhra Pradesh,12994.0,22707.0,928.4,1327077.22,3378.44,1.738
Rapeseed &Mustard,2001,Rabi,Andhra Pradesh,2452.0,790.0,928.4,250422.76,637.52,0.3275
Rice,2001,Kharif,Andhra Pradesh,2426073.0,6500545.0,928.4,247774835.5,630778.98,2.627272727
Rice,2001,Rabi,Andhra Pradesh,1398674.0,4889246.0,928.4,142846575.6,363655.24,3.025909091
Safflower,2001,Rabi,Andhra Pradesh,19728.0,5920.0,928.4,2014820.64,5129.28,0.303
Sesamum,2001,Kharif,Andhra Pradesh,92861.0,16651.0,928.4,9483893.93,24143.86,0.168095238
Sesamum,2001,Rabi,Andhra Pradesh,39475.0,10049.0,928.4,4031581.75,10263.5,0.283684211
Small millets,2001,Kharif,Andhra Pradesh,56370.0,33223.0,928.4,5757068.1,14656.2,0.469285714
Small millets,2001,Rabi,Andhra Pradesh,931.0,760.0,928.4,95083.03,242.06,0.732
Sugarcane,2001,Whole Year,Andhra Pradesh,218298.0,18081889.0,928.4,22294774.74,56757.48,84.989
Sunflower,2001,Kharif,Andhra Pradesh,267613.0,219397.0,928.4,27331315.69,69579.38,0.986111111
Sweet potato,2001,Whole Year,Andhra Pradesh,1945.0,25810.0,928.4,198642.85,505.7,14.05764706
Tapioca,2001,Whole Year,Andhra Pradesh,17694.0,146361.0,928.4,1807088.22,4600.44,7.83
Tobacco,2001,Whole Year,Andhra Pradesh,188936.0,418057.0,928.4,19296033.68,49123.36,2.97047619
Urad,2001,Kharif,Andhra Pradesh,107061.0,44570.0,928.4,10934139.93,27835.86,0.388095238
Urad,2001,Rabi,Andhra Pradesh,519831.0,338499.0,928.4,53090340.03,135156.06,0.439545455
Wheat,2001,Rabi,Andhra Pradesh,13793.0,9486.0,928.4,1408679.09,3586.18,0.6275
Arecanut,2001,Whole Year,Karnataka,136065.0,182800.0,1002.9,13896318.45,35376.9,1.292
Arhar/Tur,2001,Kharif,Karnataka,482100.0,147437.0,1002.9,49236873.0,125346.0,0.37625
Bajra,2001,Kharif,Karnataka,208213.0,111091.0,1002.9,21264793.69,54135.38,0.510666667
Bajra,2001,Rabi,Karnataka,442.0,221.0,1002.9,45141.46,114.92,0.5
Bajra,2001,Summer,Karnataka,850.0,929.0,1002.9,86810.5,221.0,1.09
Black pepper,2001,Whole Year,Karnataka,9699.0,22185.0,1002.9,990558.87,2521.74,2.213846154
Castor seed,2001,Kharif,Karnataka,21799.0,16137.0,1002.9,2226331.87,5667.74,0.704
Coconut,2001,Whole Year,Karnataka,369828.0,1503638000.0,1002.9,37770533.64,96155.28,4164.951481
Coriander,2001,Whole Year,Karnataka,11307.0,1845.0,1002.9,1154783.91,2939.82,0.116818182
Cotton(lint),2001,Kharif,Karnataka,608479.0,612415.0,1002.9,62143960.27,158204.54,1.221428571
Dry chillies,2001,Whole Year,Karnataka,193067.0,126395.0,1002.9,19717932.71,50197.42,1.082962963
Ginger,2001,Kharif,Karnataka,10677.0,140539.0,1002.9,1090442.01,2776.02,12.86277778
Gram,2001,Rabi,Karnataka,479703.0,281635.0,1002.9,48992067.39,124722.78,0.534090909
Groundnut,2001,Kharif,Karnataka,854741.0,585707.0,1002.9,87294698.33,222232.66,0.843846154
Horse-gram,2001,Kharif,Karnataka,155207.0,81931.0,1002.9,15851290.91,40353.82,0.5225
Horse-gram,2001,Rabi,Karnataka,188076.0,67105.0,1002.9,19208201.88,48899.76,0.3728
Jowar,2001,Kharif,Karnataka,303308.0,379303.0,1002.9,30976846.04,78860.08,1.202857143
Jowar,2001,Rabi,Karnataka,1481089.0,980378.0,1002.9,151263619.6,385083.14,0.604736842
Jowar,2001,Summer,Karnataka,6418.0,12385.0,1002.9,655470.34,1668.68,1.951538462
Linseed,2001,Rabi,Karnataka,19611.0,6581.0,1002.9,2002871.43,5098.86,0.329285714
Maize,2001,Kharif,Karnataka,505574.0,1274858.0,1002.9,51634272.62,131449.24,2.663333333
Maize,2001,Rabi,Karnataka,65189.0,152769.0,1002.9,6657752.57,16949.14,2.279
Maize,2001,Summer,Karnataka,9272.0,23960.0,1002.9,946949.36,2410.72,2.6265
Mesta,2001,Kharif,Karnataka,3668.0,5195.0,1002.9,374612.84,953.68,1.94375
Moong(Green Gram),2001,Kharif,Karnataka,251332.0,65336.0,1002.9,25668537.16,65346.32,0.31826087
Moong(Green Gram),2001,Rabi,Karnataka,7111.0,2090.0,1002.9,726246.43,1848.86,0.282941176
Niger seed,2001,Kharif,Karnataka,36198.0,7034.0,1002.9,3696901.74,9411.48,0.213043478
Onion,2001,Whole Year,Karnataka,125815.0,721033.0,1002.9,12849485.95,32711.9,7.9108
Other  Rabi pulses,2001,Rabi,Karnataka,29824.0,3478.0,1002.9,3045925.12,7754.24,0.12037037
Other Kharif pulses,2001,Kharif,Karnataka,137310.0,42618.0,1002.9,14023470.3,35700.6,0.2764
Peas & beans (Pulses),2001,Whole Year,Karnataka,6974.0,42197.0,1002.9,712254.62,1813.24,6.209444444
Potato,2001,Whole Year,Karnataka,39156.0,473407.0,1002.9,3999002.28,10180.56,12.815
Ragi,2001,Kharif,Karnataka,903752.0,1478594.0,1002.9,92300191.76,234975.52,1.457368421
Ragi,2001,Rabi,Karnataka,40407.0,46560.0,1002.9,4126766.91,10505.82,1.212307692
Ragi,2001,Summer,Karnataka,9271.0,14154.0,1002.9,946847.23,2410.46,1.545833333
Rapeseed &Mustard,2001,Rabi,Karnataka,7063.0,1905.0,1002.9,721344.19,1836.38,0.221764706
Rice,2001,Kharif,Karnataka,1087967.0,2393946.0,1002.9,111114069.7,282871.42,2.154814815
Rice,2001,Rabi,Karnataka,53480.0,99699.0,1002.9,5461912.4,13904.8,1.840714286
Rice,2001,Summer,Karnataka,276277.0,740400.0,1002.9,28216170.01,71832.02,2.4368
Safflower,2001,Rabi,Karnataka,92029.0,72794.0,1002.9,9398921.77,23927.54,0.714666667
Sannhamp,2001,Whole Year,Karnataka,2555.0,634.0,1002.9,260942.15,664.3,0.238333333
Sesamum,2001,Kharif,Karnataka,73064.0,27086.0,1002.9,7462026.32,18996.64,0.386
Small millets,2001,Kharif,Karnataka,70091.0,36856.0,1002.9,7158393.83,18223.66,0.609545455
Soyabean,2001,Kharif,Karnataka,48444.0,40217.0,1002.9,4947585.72,12595.44,0.808
Sugarcane,2001,Whole Year,Karnataka,406950.0,33016618.0,1002.9,41561803.5,105807.0,84.00269231
Sunflower,2001,Kharif,Karnataka,124184.0,59516.0,1002.9,12682911.92,32287.84,0.520833333
Sunflower,2001,Rabi,Karnataka,418198.0,168890.0,1002.9,42710561.74,108731.48,0.556363636
Sunflower,2001,Summer,Karnataka,41936.0,34270.0,1002.9,4282923.68,10903.36,0.820526316
Turmeric,2001,Whole Year,Karnataka,7058.0,36369.0,1002.9,720833.54,1835.08,4.797272727
Urad,2001,Kharif,Karnataka,150588.0,55626.0,1002.9,15379552.44,39152.88,0.347619048
Urad,2001,Rabi,Karnataka,11853.0,4448.0,1002.9,1210546.89,3081.78,0.347142857
Wheat,2001,Rabi,Karnataka,260486.0,198822.0,1002.9,26603435.18,67726.36,0.777333333
Arecanut,2001,Whole Year,Kerala,93193.0,84679.0,2946.7,9517801.09,24230.18,0.772857143
Banana,2001,Whole Year,Kerala,50871.0,375903.0,2946.7,5195455.23,13226.46,7.347857143
Black pepper,2001,Whole Year,Kerala,203956.0,58240.0,2946.7,20830026.28,53028.56,0.214285714
Cardamom,2001,Whole Year,Kerala,41336.0,8380.0,2946.7,4221645.68,10747.36,0.057272727
Cashewnut,2001,Whole Year,Kerala,89718.0,65867.0,2946.7,9162899.34,23326.68,0.525
Coconut,2001,Whole Year,Kerala,905718.0,5479000000.0,2946.7,92500979.34,235486.68,5636.355
Cotton(lint),2001,Kharif,Kerala,3760.0,6069.0,2946.7,384008.8,977.6,1.61
Garlic,2001,Whole Year,Kerala,293.0,4981.0,2946.7,29924.09,76.18,17.0
Ginger,2001,Whole Year,Kerala,10706.0,40181.0,2946.7,1093403.78,2783.56,3.167857143
Groundnut,2001,Kharif,Kerala,2437.0,1812.0,2946.7,248890.81,633.62,0.74
Jowar,2001,Kharif,Kerala,2902.0,1478.0,2946.7,296381.26,754.52,0.4025
Ragi,2001,Kharif,Kerala,1947.0,1575.0,2946.7,198847.11,506.22,0.766666667
Rice,2001,Autumn,Kerala,116540.0,235838.0,2946.7,11902230.2,30300.4,1.886923077
Rice,2001,Summer,Kerala,43850.0,105032.0,2946.7,4478400.5,11401.0,2.151428571
Rice,2001,Winter,Kerala,161978.0,362634.0,2946.7,16542813.14,42114.28,2.153571429
Sesamum,2001,Kharif,Kerala,878.0,284.0,2946.7,89670.14,228.28,0.325
Sugarcane,2001,Whole Year,Kerala,3267.0,269780.0,2946.7,333658.71,849.42,88.77583333
Sweet potato,2001,Whole Year,Kerala,747.0,8672.0,2946.7,76291.11,194.22,11.49153846
Tapioca,2001,Whole Year,Kerala,111189.0,2455880.0,2946.7,11355732.57,28909.14,23.09642857
Tobacco,2001,Whole Year,Kerala,71.0,395.0,2946.7,7251.23,18.46,5.56
Turmeric,2001,Whole Year,Kerala,3558.0,7895.0,2946.7,363378.54,925.08,2.066428571
Arecanut,2001,Whole Year,Puducherry,65.0,137.0,1434.5875,6638.45,16.9,2.11
Bajra,2001,Kharif,Puducherry,162.0,345.0,1434.5875,16545.06,42.12,2.13
Banana,2001,Whole Year,Puducherry,225.0,7461.0,1434.5875,22979.25,58.5,25.375
Black pepper,2001,Whole Year,Puducherry,12.0,11.0,1434.5875,1225.56,3.12,0.92
Cashewnut,2001,Whole Year,Puducherry,191.0,134.0,1434.5875,19506.83,49.66,1.063333333
Coconut,2001,Whole Year,Puducherry,2282.0,22204000.0,1434.5875,233060.66,593.32,9725.08
Coriander,2001,Whole Year,Puducherry,2.0,1.0,1434.5875,204.26,0.52,0.5
Cotton(lint),2001,Kharif,Puducherry,575.0,2965.0,1434.5875,58724.75,149.5,5.23
Ginger,2001,Kharif,Puducherry,171.0,89.0,1434.5875,17464.23,44.46,0.375
Groundnut,2001,Kharif,Puducherry,1229.0,1915.0,1434.5875,125517.77,319.54,1.195
Moong(Green Gram),2001,Rabi,Puducherry,544.0,105.0,1434.5875,55558.72,141.44,0.236666667
Onion,2001,Whole Year,Puducherry,16.0,251.0,1434.5875,1634.08,4.16,15.69
Other  Rabi pulses,2001,Rabi,Puducherry,116.0,91.0,1434.5875,11847.08,30.16,0.68
Ragi,2001,Kharif,Puducherry,138.0,325.0,1434.5875,14093.94,35.88,2.36
Rapeseed &Mustard,2001,Rabi,Puducherry,71.0,530.0,1434.5875,7251.23,18.46,6.345
Rice,2001,Kharif,Puducherry,26263.0,66868.0,1434.5875,2682240.19,6828.38,2.415
Sugarcane,2001,Whole Year,Puducherry,2117.0,197412.0,1434.5875,216209.21,550.42,91.64
Tapioca,2001,Whole Year,Puducherry,464.0,15540.0,1434.5875,47388.32,120.64,21.5
Urad,2001,Rabi,Puducherry,811.0,267.0,1434.5875,82827.43,210.86,0.423333333
Arecanut,2002,Whole Year,Andhra Pradesh,296.0,427.0,648.1,28022.32,74.0,1.4525
Arhar/Tur,2002,Kharif,Andhra Pradesh,423436.0,147361.0,648.1,40086686.12,105859.0,0.337727273
Arhar/Tur,2002,Rabi,Andhra Pradesh,8200.0,3004.0,648.1,776294.0,2050.0,0.299333333
Bajra,2002,Kharif,Andhra Pradesh,79711.0,53526.0,648.1,7546240.37,19927.75,0.706470588
Bajra,2002,Rabi,Andhra Pradesh,7268.0,3953.0,648.1,688061.56,1817.0,0.594285714
Banana,2002,Whole Year,Andhra Pradesh,39354.0,1027659.0,648.1,3725643.18,9838.5,26.83952381
Cashewnut,2002,Whole Year,Andhra Pradesh,150644.0,19643.0,648.1,14261467.48,37661.0,0.168125
Castor seed,2002,Kharif,Andhra Pradesh,231902.0,86818.0,648.1,21954162.34,57975.5,0.296315789
Coconut,2002,Whole Year,Andhra Pradesh,105291.0,1158625735.0,648.1,9967898.97,26322.75,9202.625556
Coriander,2002,Whole Year,Andhra Pradesh,45073.0,13721.0,648.1,4267060.91,11268.25,0.414705882
Cotton(lint),2002,Kharif,Andhra Pradesh,803274.0,1085739.0,648.1,76045949.58,200818.5,1.455238095
Dry chillies,2002,Kharif,Andhra Pradesh,176001.0,309369.0,648.1,16662014.67,44000.25,1.668636364
Dry chillies,2002,Rabi,Andhra Pradesh,47247.0,99444.0,648.1,4472873.49,11811.75,2.070909091
Ginger,2002,Whole Year,Andhra Pradesh,2026.0,3313.0,648.1,191801.42,506.5,1.635
Gram,2002,Kharif,Andhra Pradesh,37.0,45.0,648.1,3502.79,9.25,1.0075
Gram,2002,Rabi,Andhra Pradesh,390113.0,381761.0,648.1,36931997.71,97528.25,1.162380952
Groundnut,2002,Kharif,Andhra Pradesh,1270662.0,542342.0,648.1,120293571.5,317665.5,0.767727273
Groundnut,2002,Rabi,Andhra Pradesh,198962.0,278312.0,648.1,18835732.54,49740.5,1.495454545
Horse-gram,2002,Kharif,Andhra Pradesh,14961.0,6547.0,648.1,1416357.87,3740.25,0.420833333
Horse-gram,2002,Rabi,Andhra Pradesh,66480.0,22552.0,648.1,6293661.6,16620.0,0.294090909
Jowar,2002,Kharif,Andhra Pradesh,263673.0,257241.0,648.1,24961922.91,65918.25,0.661363636
Jowar,2002,Rabi,Andhra Pradesh,360173.0,350255.0,648.1,34097577.91,90043.25,0.841818182
Linseed,2002,Rabi,Andhra Pradesh,4070.0,1238.0,648.1,385306.9,1017.5,0.322857143
Maize,2002,Kharif,Andhra Pradesh,413659.0,912047.0,648.1,39161097.53,103414.75,1.491363636
Maize,2002,Rabi,Andhra Pradesh,111990.0,573695.0,648.1,10602093.3,27997.5,5.602272727
Mesta,2002,Kharif,Andhra Pradesh,81169.0,613607.0,648.1,7684269.23,20292.25,7.506363636
Moong(Green Gram),2002,Kharif,Andhra Pradesh,355292.0,87862.0,648.1,33635493.64,88823.0,0.217272727
Moong(Green Gram),2002,Rabi,Andhra Pradesh,118162.0,30110.0,648.1,11186396.54,29540.5,0.291
Niger seed,2002,Kharif,Andhra Pradesh,14919.0,5743.0,648.1,1412381.73,3729.75,0.38
Onion,2002,Kharif,Andhra Pradesh,15403.0,171950.0,648.1,1458202.01,3850.75,10.49411765
Onion,2002,Rabi,Andhra Pradesh,11725.0,240657.0,648.1,1110005.75,2931.25,19.15952381
Other  Rabi pulses,2002,Rabi,Andhra Pradesh,1873.0,518.0,648.1,177316.91,468.25,0.27375
Other Kharif pulses,2002,Kharif,Andhra Pradesh,6915.0,1532.0,648.1,654643.05,1728.75,0.223
Potato,2002,Whole Year,Andhra Pradesh,2672.0,18677.0,648.1,252958.24,668.0,6.946666667
Ragi,2002,Kharif,Andhra Pradesh,61644.0,64480.0,648.1,5835837.48,15411.0,1.17375
Ragi,2002,Rabi,Andhra Pradesh,9610.0,12393.0,648.1,909778.7,2402.5,1.251428571
Rapeseed &Mustard,2002,Rabi,Andhra Pradesh,3369.0,742.0,648.1,318943.23,842.25,0.302857143
Rice,2002,Kharif,Andhra Pradesh,2109301.0,5054013.0,648.1,199687525.7,527325.25,2.202727273
Rice,2002,Rabi,Andhra Pradesh,712766.0,2272773.0,648.1,67477557.22,178191.5,2.533636364
Safflower,2002,Rabi,Andhra Pradesh,19350.0,6776.0,648.1,1831864.5,4837.5,0.318181818
Sesamum,2002,Kharif,Andhra Pradesh,87085.0,12499.0,648.1,8244336.95,21771.25,0.128571429
Sesamum,2002,Rabi,Andhra Pradesh,28050.0,5545.0,648.1,2655493.5,7012.5,0.209444444
Small millets,2002,Kharif,Andhra Pradesh,46256.0,21891.0,648.1,4379055.52,11564.0,0.461538462
Small millets,2002,Rabi,Andhra Pradesh,1986.0,720.0,648.1,188014.62,496.5,0.328333333
Soyabean,2002,Kharif,Andhra Pradesh,41284.0,0.0,648.1,3908356.28,10321.0,0.0
Sugarcane,2002,Whole Year,Andhra Pradesh,232471.0,15387218.0,648.1,22008029.57,58117.75,69.35666667
Sunflower,2002,Kharif,Andhra Pradesh,416579.0,276207.0,648.1,39437533.93,104144.75,0.9025
Sweet potato,2002,Whole Year,Andhra Pradesh,1286.0,13380.0,648.1,121745.62,321.5,11.29588235
Tapioca,2002,Whole Year,Andhra Pradesh,13138.0,79474.0,648.1,1243774.46,3284.5,5.034285714
Tobacco,2002,Whole Year,Andhra Pradesh,173612.0,451214.0,648.1,16435848.04,43403.0,3.58547619
Urad,2002,Kharif,Andhra Pradesh,110160.0,45241.0,648.1,10428847.2,27540.0,0.240454545
Urad,2002,Rabi,Andhra Pradesh,584271.0,330894.0,648.1,55312935.57,146067.75,0.386666667
Wheat,2002,Rabi,Andhra Pradesh,11044.0,14898.0,648.1,1045535.48,2761.0,1.09
other oilseeds,2002,Rabi,Andhra Pradesh,10921.0,13551.0,648.1,1033891.07,2730.25,1.224666667
Arecanut,2002,Whole Year,Kerala,97485.0,107279.0,2511.2,9228904.95,24371.25,0.910714286
Banana,2002,Whole Year,Kerala,55668.0,421809.0,2511.2,5270089.56,13917.0,8.055714286
Black pepper,2002,Whole Year,Kerala,208607.0,67358.0,2511.2,19748824.69,52151.75,0.222142857
Cardamom,2002,Whole Year,Kerala,41412.0,8680.0,2511.2,3920474.04,10353.0,0.068
Cashewnut,2002,Whole Year,Kerala,88548.0,66087.0,2511.2,8382839.16,22137.0,0.574285714
Coconut,2002,Whole Year,Kerala,899198.0,5709000000.0,2511.2,85127074.66,224799.5,5969.78
Cotton(lint),2002,Kharif,Kerala,3400.0,5488.0,2511.2,321878.0,850.0,1.61
Garlic,2002,Whole Year,Kerala,616.0,10472.0,2511.2,58316.72,154.0,17.0
Ginger,2002,Whole Year,Kerala,8998.0,32412.0,2511.2,851840.66,2249.5,2.951428571
Groundnut,2002,Kharif,Kerala,2422.0,1801.0,2511.2,229290.74,605.5,0.74
Jowar,2002,Kharif,Kerala,2571.0,1311.0,2511.2,243396.57,642.75,0.5025
Ragi,2002,Kharif,Kerala,1320.0,1068.0,2511.2,124964.4,330.0,0.87
Rice,2002,Autumn,Kerala,112438.0,233217.0,2511.2,10644505.46,28109.5,2.130769231
Rice,2002,Summer,Kerala,41079.0,111850.0,2511.2,3888948.93,10269.75,2.212142857
